method_num,method,column,eval_prefix,variant,task,value,file
1,SFT labelonly 10%,Raw,"['self-', 'neg-', 'basetyp-', 'basetypneg-']",raw,rosch-bird,0.6945515098260622,scores_basetyp-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-bird_test_log-odds_tc_20260609.csv
1,SFT labelonly 10%,Raw,"['self-', 'neg-', 'basetyp-', 'basetypneg-']",raw,rosch-carpenters-tool,0.4948871586639885,scores_basetyp-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-carpenters-tool_test_log-odds_tc_20260609.csv
1,SFT labelonly 10%,Raw,"['self-', 'neg-', 'basetyp-', 'basetypneg-']",raw,rosch-clothing,0.6378262709612508,scores_basetyp-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-clothing_test_log-odds_tc_20260609.csv
1,SFT labelonly 10%,Raw,"['self-', 'neg-', 'basetyp-', 'basetypneg-']",raw,rosch-fruit,0.7250796159488655,scores_basetyp-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-fruit_test_log-odds_tc_20260609.csv
1,SFT labelonly 10%,Raw,"['self-', 'neg-', 'basetyp-', 'basetypneg-']",raw,rosch-furniture,0.6036338087729995,scores_basetyp-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-furniture_test_log-odds_tc_20260609.csv
1,SFT labelonly 10%,Raw,"['self-', 'neg-', 'basetyp-', 'basetypneg-']",raw,rosch-sport,0.7616722709170821,scores_basetyp-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-sport_test_log-odds_tc_20260609.csv
1,SFT labelonly 10%,Raw,"['self-', 'neg-', 'basetyp-', 'basetypneg-']",raw,rosch-toy,0.47605801444632634,scores_basetyp-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-toy_test_log-odds_tc_20260609.csv
1,SFT labelonly 10%,Raw,"['self-', 'neg-', 'basetyp-', 'basetypneg-']",raw,rosch-vegetable,0.6361054521727523,scores_basetyp-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-vegetable_test_log-odds_tc_20260609.csv
1,SFT labelonly 10%,Raw,"['self-', 'neg-', 'basetyp-', 'basetypneg-']",raw,rosch-vehicle,0.5882893976016931,scores_basetyp-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-vehicle_test_log-odds_tc_20260609.csv
1,SFT labelonly 10%,Raw,"['self-', 'neg-', 'basetyp-', 'basetypneg-']",raw,rosch-weapon,0.6618841276448221,scores_basetyp-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-weapon_test_log-odds_tc_20260609.csv
1,SFT labelonly 10%,PMI self,self-,tc,rosch-bird,0.7406993147924225,scores_self-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-bird_test_log-odds_tc_20260612.csv
1,SFT labelonly 10%,PMI self,self-,tc,rosch-carpenters-tool,0.5597792671788412,scores_self-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-carpenters-tool_test_log-odds_tc_20260612.csv
1,SFT labelonly 10%,PMI self,self-,tc,rosch-clothing,0.6707233308349322,scores_self-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-clothing_test_log-odds_tc_20260612.csv
1,SFT labelonly 10%,PMI self,self-,tc,rosch-fruit,0.7395864977188225,scores_self-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-fruit_test_log-odds_tc_20260612.csv
1,SFT labelonly 10%,PMI self,self-,tc,rosch-furniture,0.7088178069367562,scores_self-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-furniture_test_log-odds_tc_20260612.csv
1,SFT labelonly 10%,PMI self,self-,tc,rosch-sport,0.7879871459728333,scores_self-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-sport_test_log-odds_tc_20260612.csv
1,SFT labelonly 10%,PMI self,self-,tc,rosch-toy,0.6658787607949767,scores_self-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-toy_test_log-odds_tc_20260612.csv
1,SFT labelonly 10%,PMI self,self-,tc,rosch-vegetable,0.6709595247522107,scores_self-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-vegetable_test_log-odds_tc_20260612.csv
1,SFT labelonly 10%,PMI self,self-,tc,rosch-vehicle,0.6615528627773811,scores_self-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-vehicle_test_log-odds_tc_20260612.csv
1,SFT labelonly 10%,PMI self,self-,tc,rosch-weapon,0.7026942200534187,scores_self-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-weapon_test_log-odds_tc_20260612.csv
1,SFT labelonly 10%,PMI base,basetyp-,tc,rosch-bird,0.6751285403901517,scores_basetyp-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-bird_test_log-odds_tc_20260609.csv
1,SFT labelonly 10%,PMI base,basetyp-,tc,rosch-carpenters-tool,0.461924431500922,scores_basetyp-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-carpenters-tool_test_log-odds_tc_20260609.csv
1,SFT labelonly 10%,PMI base,basetyp-,tc,rosch-clothing,0.5309181211569212,scores_basetyp-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-clothing_test_log-odds_tc_20260609.csv
1,SFT labelonly 10%,PMI base,basetyp-,tc,rosch-fruit,0.6677938816611081,scores_basetyp-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-fruit_test_log-odds_tc_20260609.csv
1,SFT labelonly 10%,PMI base,basetyp-,tc,rosch-furniture,0.6349528222878865,scores_basetyp-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-furniture_test_log-odds_tc_20260609.csv
1,SFT labelonly 10%,PMI base,basetyp-,tc,rosch-sport,0.6802996331227144,scores_basetyp-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-sport_test_log-odds_tc_20260609.csv
1,SFT labelonly 10%,PMI base,basetyp-,tc,rosch-toy,0.5637752230886726,scores_basetyp-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-toy_test_log-odds_tc_20260609.csv
1,SFT labelonly 10%,PMI base,basetyp-,tc,rosch-vegetable,0.6504733916641436,scores_basetyp-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-vegetable_test_log-odds_tc_20260609.csv
1,SFT labelonly 10%,PMI base,basetyp-,tc,rosch-vehicle,0.5890157496310189,scores_basetyp-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-vehicle_test_log-odds_tc_20260609.csv
1,SFT labelonly 10%,PMI base,basetyp-,tc,rosch-weapon,0.6193231581197799,scores_basetyp-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-weapon_test_log-odds_tc_20260609.csv
1,SFT labelonly 10%,Neg self,neg-,tc,rosch-bird,0.6749891046703821,scores_neg-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-bird_test_log-odds_tc_20260612.csv
1,SFT labelonly 10%,Neg self,neg-,tc,rosch-carpenters-tool,0.2238137482208538,scores_neg-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-carpenters-tool_test_log-odds_tc_20260612.csv
1,SFT labelonly 10%,Neg self,neg-,tc,rosch-clothing,0.7534045729585875,scores_neg-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-clothing_test_log-odds_tc_20260612.csv
1,SFT labelonly 10%,Neg self,neg-,tc,rosch-fruit,0.5936830809918778,scores_neg-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-fruit_test_log-odds_tc_20260612.csv
1,SFT labelonly 10%,Neg self,neg-,tc,rosch-furniture,0.6587389975328258,scores_neg-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-furniture_test_log-odds_tc_20260612.csv
1,SFT labelonly 10%,Neg self,neg-,tc,rosch-sport,0.3762590652840586,scores_neg-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-sport_test_log-odds_tc_20260612.csv
1,SFT labelonly 10%,Neg self,neg-,tc,rosch-toy,0.6079091868281459,scores_neg-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-toy_test_log-odds_tc_20260612.csv
1,SFT labelonly 10%,Neg self,neg-,tc,rosch-vegetable,0.4143683439371231,scores_neg-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-vegetable_test_log-odds_tc_20260612.csv
1,SFT labelonly 10%,Neg self,neg-,tc,rosch-vehicle,0.5905761226443812,scores_neg-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-vehicle_test_log-odds_tc_20260612.csv
1,SFT labelonly 10%,Neg self,neg-,tc,rosch-weapon,0.648579963368463,scores_neg-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-weapon_test_log-odds_tc_20260612.csv
1,SFT labelonly 10%,Neg base,basetypneg-,tc,rosch-bird,0.6092926941883052,scores_basetypneg-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-bird_test_log-odds_tc_20260609.csv
1,SFT labelonly 10%,Neg base,basetypneg-,tc,rosch-carpenters-tool,0.295927031129353,scores_basetypneg-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-carpenters-tool_test_log-odds_tc_20260609.csv
1,SFT labelonly 10%,Neg base,basetypneg-,tc,rosch-clothing,0.4666167664851576,scores_basetypneg-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-clothing_test_log-odds_tc_20260609.csv
1,SFT labelonly 10%,Neg base,basetypneg-,tc,rosch-fruit,0.5679694228320329,scores_basetypneg-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-fruit_test_log-odds_tc_20260609.csv
1,SFT labelonly 10%,Neg base,basetypneg-,tc,rosch-furniture,0.4784598704919974,scores_basetypneg-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-furniture_test_log-odds_tc_20260609.csv
1,SFT labelonly 10%,Neg base,basetypneg-,tc,rosch-sport,0.5929162622382643,scores_basetypneg-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-sport_test_log-odds_tc_20260609.csv
1,SFT labelonly 10%,Neg base,basetypneg-,tc,rosch-toy,0.5657158483556286,scores_basetypneg-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-toy_test_log-odds_tc_20260609.csv
1,SFT labelonly 10%,Neg base,basetypneg-,tc,rosch-vegetable,0.5577533626654703,scores_basetypneg-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-vegetable_test_log-odds_tc_20260609.csv
1,SFT labelonly 10%,Neg base,basetypneg-,tc,rosch-vehicle,0.48222303337037814,scores_basetypneg-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-vehicle_test_log-odds_tc_20260609.csv
1,SFT labelonly 10%,Neg base,basetypneg-,tc,rosch-weapon,0.6093603667125335,scores_basetypneg-v7-gemma-2-9b-it-d1.43-e2-membership-sans-rosch-v0-all-p0-nv1-ng1-lo0.1-fix1_rosch-weapon_test_log-odds_tc_20260609.csv
2,RankAlign,Raw,"['self-', 'neg-', 'basetyp-', 'basetypneg-']",raw,rosch-bird,0.7550781351241743,scores_basetyp-v7-google--gemma-2-9b-it-delta1.42-epoch2--membership-sans-rosch-v0-all--d2g--random--alpha1.0--full-completion--semi0.1--fix1_merged_rosch-bird_test_log-odds_tc_20260609.csv
2,RankAlign,Raw,"['self-', 'neg-', 'basetyp-', 'basetypneg-']",raw,rosch-carpenters-tool,0.5533684180341686,scores_basetyp-v7-google--gemma-2-9b-it-delta1.42-epoch2--membership-sans-rosch-v0-all--d2g--random--alpha1.0--full-completion--semi0.1--fix1_merged_rosch-carpenters-tool_test_log-odds_tc_20260609.csv
2,RankAlign,Raw,"['self-', 'neg-', 'basetyp-', 'basetypneg-']",raw,rosch-clothing,0.7740600355565024,scores_basetyp-v7-google--gemma-2-9b-it-delta1.42-epoch2--membership-sans-rosch-v0-all--d2g--random--alpha1.0--full-completion--semi0.1--fix1_merged_rosch-clothing_test_log-odds_tc_20260609.csv
2,RankAlign,Raw,"['self-', 'neg-', 'basetyp-', 'basetypneg-']",raw,rosch-fruit,0.8054595085460075,scores_basetyp-v7-google--gemma-2-9b-it-delta1.42-epoch2--membership-sans-rosch-v0-all--d2g--random--alpha1.0--full-completion--semi0.1--fix1_merged_rosch-fruit_test_log-odds_tc_20260609.csv
2,RankAlign,Raw,"['self-', 'neg-', 'basetyp-', 'basetypneg-']",raw,rosch-furniture,0.7644438739644757,scores_basetyp-v7-google--gemma-2-9b-it-delta1.42-epoch2--membership-sans-rosch-v0-all--d2g--random--alpha1.0--full-completion--semi0.1--fix1_merged_rosch-furniture_test_log-odds_tc_20260609.csv
2,RankAlign,Raw,"['self-', 'neg-', 'basetyp-', 'basetypneg-']",raw,rosch-sport,0.7687713187792683,scores_basetyp-v7-google--gemma-2-9b-it-delta1.42-epoch2--membership-sans-rosch-v0-all--d2g--random--alpha1.0--full-completion--semi0.1--fix1_merged_rosch-sport_test_log-odds_tc_20260609.csv
2,RankAlign,Raw,"['self-', 'neg-', 'basetyp-', 'basetypneg-']",raw,rosch-toy,0.6449330717291626,scores_basetyp-v7-google--gemma-2-9b-it-delta1.42-epoch2--membership-sans-rosch-v0-all--d2g--random--alpha1.0--full-completion--semi0.1--fix1_merged_rosch-toy_test_log-odds_tc_20260609.csv
2,RankAlign,Raw,"['self-', 'neg-', 'basetyp-', 'basetypneg-']",raw,rosch-vegetable,0.7930748192615511,scores_basetyp-v7-google--gemma-2-9b-it-delta1.42-epoch2--membership-sans-rosch-v0-all--d2g--random--alpha1.0--full-completion--semi0.1--fix1_merged_rosch-vegetable_test_log-odds_tc_20260609.csv
2,RankAlign,Raw,"['self-', 'neg-', 'basetyp-', 'basetypneg-']",raw,rosch-vehicle,0.6938009183682274,scores_basetyp-v7-google--gemma-2-9b-it-delta1.42-epoch2--membership-sans-rosch-v0-all--d2g--random--alpha1.0--full-completion--semi0.1--fix1_merged_rosch-vehicle_test_log-odds_tc_20260609.csv
2,RankAlign,Raw,"['self-', 'neg-', 'basetyp-', 'basetypneg-']",raw,rosch-weapon,0.7436767202057434,scores_basetyp-v7-google--gemma-2-9b-it-delta1.42-epoch2--membership-sans-rosch-v0-all--d2g--random--alpha1.0--full-completion--semi0.1--fix1_merged_rosch-weapon_test_log-odds_tc_20260609.csv
2,RankAlign,PMI self,self-,tc,rosch-bird,0.7766738379557979,scores_self-v7-google--gemma-2-9b-it-delta1.42-epoch2--membership-sans-rosch-v0-all--d2g--random--alpha1.0--full-completion--semi0.1--fix1_merged_rosch-bird_test_log-odds_tc_20260612.csv
2,RankAlign,PMI self,self-,tc,rosch-carpenters-tool,0.599652795503563,scores_self-v7-google--gemma-2-9b-it-delta1.42-epoch2--membership-sans-rosch-v0-all--d2g--random--alpha1.0--full-completion--semi0.1--fix1_merged_rosch-carpenters-tool_test_log-odds_tc_20260612.csv
2,RankAlign,PMI self,self-,tc,rosch-clothing,0.781179414595183,scores_self-v7-google--gemma-2-9b-it-delta1.42-epoch2--membership-sans-rosch-v0-all--d2g--random--alpha1.0--full-completion--semi0.1--fix1_merged_rosch-clothing_test_log-odds_tc_20260612.csv
2,RankAlign,PMI self,self-,tc,rosch-fruit,0.8598042847770053,scores_self-v7-google--gemma-2-9b-it-delta1.42-epoch2--membership-sans-rosch-v0-all--d2g--random--alpha1.0--full-completion--semi0.1--fix1_merged_rosch-fruit_test_log-odds_tc_20260612.csv
2,RankAlign,PMI self,self-,tc,rosch-furniture,0.840870199233552,scores_self-v7-google--gemma-2-9b-it-delta1.42-epoch2--membership-sans-rosch-v0-all--d2g--random--alpha1.0--full-completion--semi0.1--fix1_merged_rosch-furniture_test_log-odds_tc_20260612.csv
2,RankAlign,PMI self,self-,tc,rosch-sport,0.797012823494913,scores_self-v7-google--gemma-2-9b-it-delta1.42-epoch2--membership-sans-rosch-v0-all--d2g--random--alpha1.0--full-completion--semi0.1--fix1_merged_rosch-sport_test_log-odds_tc_20260612.csv
2,RankAlign,PMI self,self-,tc,rosch-toy,0.7761743596838894,scores_self-v7-google--gemma-2-9b-it-delta1.42-epoch2--membership-sans-rosch-v0-all--d2g--random--alpha1.0--full-completion--semi0.1--fix1_merged_rosch-toy_test_log-odds_tc_20260612.csv
2,RankAlign,PMI self,self-,tc,rosch-vegetable,0.8151408372096354,scores_self-v7-google--gemma-2-9b-it-delta1.42-epoch2--membership-sans-rosch-v0-all--d2g--random--alpha1.0--full-completion--semi0.1--fix1_merged_rosch-vegetable_test_log-odds_tc_20260612.csv
2,RankAlign,PMI self,self-,tc,rosch-vehicle,0.7559277952828523,scores_self-v7-google--gemma-2-9b-it-delta1.42-epoch2--membership-sans-rosch-v0-all--d2g--random--alpha1.0--full-completion--semi0.1--fix1_merged_rosch-vehicle_test_log-odds_tc_20260612.csv
2,RankAlign,PMI self,self-,tc,rosch-weapon,0.7877606622739972,scores_self-v7-google--gemma-2-9b-it-delta1.42-epoch2--membership-sans-rosch-v0-all--d2g--random--alpha1.0--full-completion--semi0.1--fix1_merged_rosch-weapon_test_log-odds_tc_20260612.csv
2,RankAlign,PMI base,basetyp-,tc,rosch-bird,0.7036726345866735,scores_basetyp-v7-google--gemma-2-9b-it-delta1.42-epoch2--membership-sans-rosch-v0-all--d2g--random--alpha1.0--full-completion--semi0.1--fix1_merged_rosch-bird_test_log-odds_tc_20260609.csv
2,RankAlign,PMI base,basetyp-,tc,rosch-carpenters-tool,0.49819871799698157,scores_basetyp-v7-google--gemma-2-9b-it-delta1.42-epoch2--membership-sans-rosch-v0-all--d2g--random--alpha1.0--full-completion--semi0.1--fix1_merged_rosch-carpenters-tool_test_log-odds_tc_20260609.csv
2,RankAlign,PMI base,basetyp-,tc,rosch-clothing,0.5908682638396011,scores_basetyp-v7-google--gemma-2-9b-it-delta1.42-epoch2--membership-sans-rosch-v0-all--d2g--random--alpha1.0--full-completion--semi0.1--fix1_merged_rosch-clothing_test_log-odds_tc_20260609.csv
2,RankAlign,PMI base,basetyp-,tc,rosch-fruit,0.7572496065166533,scores_basetyp-v7-google--gemma-2-9b-it-delta1.42-epoch2--membership-sans-rosch-v0-all--d2g--random--alpha1.0--full-completion--semi0.1--fix1_merged_rosch-fruit_test_log-odds_tc_20260609.csv
2,RankAlign,PMI base,basetyp-,tc,rosch-furniture,0.7791798330816161,scores_basetyp-v7-google--gemma-2-9b-it-delta1.42-epoch2--membership-sans-rosch-v0-all--d2g--random--alpha1.0--full-completion--semi0.1--fix1_merged_rosch-furniture_test_log-odds_tc_20260609.csv
2,RankAlign,PMI base,basetyp-,tc,rosch-sport,0.668678184207442,scores_basetyp-v7-google--gemma-2-9b-it-delta1.42-epoch2--membership-sans-rosch-v0-all--d2g--random--alpha1.0--full-completion--semi0.1--fix1_merged_rosch-sport_test_log-odds_tc_20260609.csv
2,RankAlign,PMI base,basetyp-,tc,rosch-toy,0.7040616170981188,scores_basetyp-v7-google--gemma-2-9b-it-delta1.42-epoch2--membership-sans-rosch-v0-all--d2g--random--alpha1.0--full-completion--semi0.1--fix1_merged_rosch-toy_test_log-odds_tc_20260609.csv
2,RankAlign,PMI base,basetyp-,tc,rosch-vegetable,0.7284383331035376,scores_basetyp-v7-google--gemma-2-9b-it-delta1.42-epoch2--membership-sans-rosch-v0-all--d2g--random--alpha1.0--full-completion--semi0.1--fix1_merged_rosch-vegetable_test_log-odds_tc_20260609.csv
2,RankAlign,PMI base,basetyp-,tc,rosch-vehicle,0.726250542184615,scores_basetyp-v7-google--gemma-2-9b-it-delta1.42-epoch2--membership-sans-rosch-v0-all--d2g--random--alpha1.0--full-completion--semi0.1--fix1_merged_rosch-vehicle_test_log-odds_tc_20260609.csv
2,RankAlign,PMI base,basetyp-,tc,rosch-weapon,0.7281103192809802,scores_basetyp-v7-google--gemma-2-9b-it-delta1.42-epoch2--membership-sans-rosch-v0-all--d2g--random--alpha1.0--full-completion--semi0.1--fix1_merged_rosch-weapon_test_log-odds_tc_20260609.csv
2,RankAlign,Neg self,neg-,tc,rosch-bird,0.6978916592518148,scores_neg-v7-google--gemma-2-9b-it-delta1.42-epoch2--membership-sans-rosch-v0-all--d2g--random--alpha1.0--full-completion--semi0.1--fix1_merged_rosch-bird_test_log-odds_tc_20260612.csv
2,RankAlign,Neg self,neg-,tc,rosch-carpenters-tool,0.2338983974922348,scores_neg-v7-google--gemma-2-9b-it-delta1.42-epoch2--membership-sans-rosch-v0-all--d2g--random--alpha1.0--full-completion--semi0.1--fix1_merged_rosch-carpenters-tool_test_log-odds_tc_20260612.csv
2,RankAlign,Neg self,neg-,tc,rosch-clothing,0.8442970889950536,scores_neg-v7-google--gemma-2-9b-it-delta1.42-epoch2--membership-sans-rosch-v0-all--d2g--random--alpha1.0--full-completion--semi0.1--fix1_merged_rosch-clothing_test_log-odds_tc_20260612.csv
2,RankAlign,Neg self,neg-,tc,rosch-fruit,0.710174864839789,scores_neg-v7-google--gemma-2-9b-it-delta1.42-epoch2--membership-sans-rosch-v0-all--d2g--random--alpha1.0--full-completion--semi0.1--fix1_merged_rosch-fruit_test_log-odds_tc_20260612.csv
2,RankAlign,Neg self,neg-,tc,rosch-furniture,0.7456631824033022,scores_neg-v7-google--gemma-2-9b-it-delta1.42-epoch2--membership-sans-rosch-v0-all--d2g--random--alpha1.0--full-completion--semi0.1--fix1_merged_rosch-furniture_test_log-odds_tc_20260612.csv
2,RankAlign,Neg self,neg-,tc,rosch-sport,0.6583871527178808,scores_neg-v7-google--gemma-2-9b-it-delta1.42-epoch2--membership-sans-rosch-v0-all--d2g--random--alpha1.0--full-completion--semi0.1--fix1_merged_rosch-sport_test_log-odds_tc_20260612.csv
2,RankAlign,Neg self,neg-,tc,rosch-toy,0.7213771205248296,scores_neg-v7-google--gemma-2-9b-it-delta1.42-epoch2--membership-sans-rosch-v0-all--d2g--random--alpha1.0--full-completion--semi0.1--fix1_merged_rosch-toy_test_log-odds_tc_20260612.csv
2,RankAlign,Neg self,neg-,tc,rosch-vegetable,0.680582877299871,scores_neg-v7-google--gemma-2-9b-it-delta1.42-epoch2--membership-sans-rosch-v0-all--d2g--random--alpha1.0--full-completion--semi0.1--fix1_merged_rosch-vegetable_test_log-odds_tc_20260612.csv
2,RankAlign,Neg self,neg-,tc,rosch-vehicle,0.7439779735161651,scores_neg-v7-google--gemma-2-9b-it-delta1.42-epoch2--membership-sans-rosch-v0-all--d2g--random--alpha1.0--full-completion--semi0.1--fix1_merged_rosch-vehicle_test_log-odds_tc_20260612.csv
2,RankAlign,Neg self,neg-,tc,rosch-weapon,0.7482888515691711,scores_neg-v7-google--gemma-2-9b-it-delta1.42-epoch2--membership-sans-rosch-v0-all--d2g--random--alpha1.0--full-completion--semi0.1--fix1_merged_rosch-weapon_test_log-odds_tc_20260612.csv
2,RankAlign,Neg base,basetypneg-,tc,rosch-bird,0.5490967627953921,scores_basetypneg-v7-google--gemma-2-9b-it-delta1.42-epoch2--membership-sans-rosch-v0-all--d2g--random--alpha1.0--full-completion--semi0.1--fix1_merged_rosch-bird_test_log-odds_tc_20260609.csv
2,RankAlign,Neg base,basetypneg-,tc,rosch-carpenters-tool,0.3477782919995058,scores_basetypneg-v7-google--gemma-2-9b-it-delta1.42-epoch2--membership-sans-rosch-v0-all--d2g--random--alpha1.0--full-completion--semi0.1--fix1_merged_rosch-carpenters-tool_test_log-odds_tc_20260609.csv
2,RankAlign,Neg base,basetypneg-,tc,rosch-clothing,0.48594740153134536,scores_basetypneg-v7-google--gemma-2-9b-it-delta1.42-epoch2--membership-sans-rosch-v0-all--d2g--random--alpha1.0--full-completion--semi0.1--fix1_merged_rosch-clothing_test_log-odds_tc_20260609.csv
2,RankAlign,Neg base,basetypneg-,tc,rosch-fruit,0.7011760186692869,scores_basetypneg-v7-google--gemma-2-9b-it-delta1.42-epoch2--membership-sans-rosch-v0-all--d2g--random--alpha1.0--full-completion--semi0.1--fix1_merged_rosch-fruit_test_log-odds_tc_20260609.csv
2,RankAlign,Neg base,basetypneg-,tc,rosch-furniture,0.611652875294055,scores_basetypneg-v7-google--gemma-2-9b-it-delta1.42-epoch2--membership-sans-rosch-v0-all--d2g--random--alpha1.0--full-completion--semi0.1--fix1_merged_rosch-furniture_test_log-odds_tc_20260609.csv
2,RankAlign,Neg base,basetypneg-,tc,rosch-sport,0.5267781802736714,scores_basetypneg-v7-google--gemma-2-9b-it-delta1.42-epoch2--membership-sans-rosch-v0-all--d2g--random--alpha1.0--full-completion--semi0.1--fix1_merged_rosch-sport_test_log-odds_tc_20260609.csv
2,RankAlign,Neg base,basetypneg-,tc,rosch-toy,0.6100386754552225,scores_basetypneg-v7-google--gemma-2-9b-it-delta1.42-epoch2--membership-sans-rosch-v0-all--d2g--random--alpha1.0--full-completion--semi0.1--fix1_merged_rosch-toy_test_log-odds_tc_20260609.csv
